[2025-10-20T17:38:21.469166+00:00] scheduler starting; DB=/home/keith/PythonProjects/projects/Mixed_Nuts/MyScheduler/myscheduler.db
[2025-10-20T20:07:08.691556+00:00] tick; claimed=[]
[2025-10-20T20:07:28.692087+00:00] tick; claimed=[]
[2025-10-20T20:07:48.692646+00:00] tick; claimed=[]
[2025-10-20T20:08:08.693287+00:00] tick; claimed=[]
[2025-10-20T20:08:28.693823+00:00] tick; claimed=[]
[2025-10-20T20:08:48.694394+00:00] tick; claimed=[]
[2025-10-20T20:09:08.695089+00:00] tick; claimed=[]
[2025-10-20T20:09:28.695697+00:00] tick; claimed=[]
[2025-10-20T20:09:48.696332+00:00] tick; claimed=[]
[2025-10-20T20:10:08.696945+00:00] tick; claimed=[]
[2025-10-20T20:10:28.697590+00:00] tick; claimed=[]
[2025-10-20T20:10:48.698237+00:00] tick; claimed=[]
[2025-10-20T20:11:08.698841+00:00] tick; claimed=[]
[2025-10-20T20:11:28.699441+00:00] tick; claimed=[]
[2025-10-20T20:11:48.700155+00:00] tick; claimed=[]
[2025-10-20T20:12:08.700801+00:00] tick; claimed=[]
[2025-10-20T20:12:28.701391+00:00] tick; claimed=[]
[2025-10-20T20:12:48.701993+00:00] tick; claimed=[]
[2025-10-20T20:13:08.702413+00:00] tick; claimed=[]
[2025-10-20T20:13:28.702940+00:00] tick; claimed=[]
[2025-10-20T20:13:48.703603+00:00] tick; claimed=[]
[2025-10-20T20:14:08.704204+00:00] tick; claimed=[]
[2025-10-20T20:14:28.704792+00:00] tick; claimed=[]
[2025-10-20T20:14:48.705411+00:00] tick; claimed=[]
[2025-10-20T20:15:08.705948+00:00] tick; claimed=[]
[2025-10-20T20:15:28.706618+00:00] tick; claimed=[]
[2025-10-20T20:15:48.707281+00:00] tick; claimed=[]
[2025-10-20T20:16:08.707661+00:00] tick; claimed=[]
[2025-10-20T20:16:28.708264+00:00] tick; claimed=[]
[2025-10-20T20:16:48.708845+00:00] tick; claimed=[]
[2025-10-20T20:17:08.709392+00:00] tick; claimed=[]
[2025-10-20T20:17:28.709962+00:00] tick; claimed=[]
[2025-10-20T20:17:48.710669+00:00] tick; claimed=[]
[2025-10-20T20:18:08.711351+00:00] tick; claimed=[]
[2025-10-20T20:18:28.712124+00:00] tick; claimed=[]
[2025-10-20T20:18:48.712714+00:00] tick; claimed=[]
[2025-10-20T20:19:08.713332+00:00] tick; claimed=[]
[2025-10-20T20:19:28.713850+00:00] tick; claimed=[]
[2025-10-20T20:19:48.714367+00:00] tick; claimed=[]
[2025-10-20T20:20:08.714863+00:00] tick; claimed=[]
[2025-10-20T20:20:28.715449+00:00] tick; claimed=[]
[2025-10-20T20:20:48.716073+00:00] tick; claimed=[]
[2025-10-20T20:21:08.716544+00:00] tick; claimed=[]
[2025-10-20T20:21:28.717112+00:00] tick; claimed=[]
[2025-10-20T20:21:48.717688+00:00] tick; claimed=[]
[2025-10-20T20:22:08.718299+00:00] tick; claimed=[]
[2025-10-20T20:22:28.718644+00:00] tick; claimed=[]
[2025-10-20T20:22:48.719218+00:00] tick; claimed=[]
[2025-10-20T20:23:08.719794+00:00] tick; claimed=[]
[2025-10-20T20:23:28.720370+00:00] tick; claimed=[]
[2025-10-20T20:23:48.720960+00:00] tick; claimed=[]
[2025-10-20T20:24:08.721595+00:00] tick; claimed=[]
[2025-10-20T20:24:28.722229+00:00] tick; claimed=[]
[2025-10-20T20:24:48.722827+00:00] tick; claimed=[]
[2025-10-20T20:25:08.723387+00:00] tick; claimed=[]
[2025-10-20T20:25:28.723966+00:00] tick; claimed=[]
[2025-10-20T20:25:48.724595+00:00] tick; claimed=[]
[2025-10-20T20:26:08.725234+00:00] tick; claimed=[]
[2025-10-20T20:26:28.725793+00:00] tick; claimed=[]
[2025-10-20T20:26:48.726097+00:00] tick; claimed=[]
[2025-10-20T20:27:08.726595+00:00] tick; claimed=[]
[2025-10-20T20:27:28.727232+00:00] tick; claimed=[]
[2025-10-20T20:27:48.727804+00:00] tick; claimed=[]
[2025-10-20T20:28:08.728385+00:00] tick; claimed=[]
[2025-10-20T20:28:28.728961+00:00] tick; claimed=[]
[2025-10-20T20:28:48.729525+00:00] tick; claimed=[]
[2025-10-20T20:29:08.730142+00:00] tick; claimed=[]
[2025-10-20T20:29:28.730724+00:00] tick; claimed=[]
[2025-10-20T20:29:48.731345+00:00] tick; claimed=[]
[2025-10-20T20:30:08.731940+00:00] tick; claimed=[]
[2025-10-20T20:30:28.732374+00:00] tick; claimed=[]
[2025-10-20T20:30:48.732894+00:00] tick; claimed=[]
[2025-10-20T20:31:08.733468+00:00] tick; claimed=[]
[2025-10-20T20:31:28.734113+00:00] tick; claimed=[]
[2025-10-20T20:31:48.734690+00:00] tick; claimed=[]
[2025-10-20T20:32:08.735309+00:00] tick; claimed=[]
[2025-10-20T20:32:28.735883+00:00] tick; claimed=[]
[2025-10-20T20:32:48.736459+00:00] tick; claimed=[]
[2025-10-20T20:33:08.736836+00:00] tick; claimed=[]
[2025-10-20T20:33:28.737359+00:00] tick; claimed=[]
[2025-10-20T20:33:48.737853+00:00] tick; claimed=[]
[2025-10-20T20:34:08.738432+00:00] tick; claimed=[]
[2025-10-20T20:34:28.739038+00:00] tick; claimed=[]
[2025-10-20T20:34:48.739626+00:00] tick; claimed=[]
[2025-10-20T20:35:08.740266+00:00] tick; claimed=[]
[2025-10-20T20:35:28.740768+00:00] tick; claimed=[]
[2025-10-20T20:35:48.741369+00:00] tick; claimed=[]
[2025-10-20T20:36:08.741941+00:00] tick; claimed=[]
[2025-10-20T20:36:28.742477+00:00] tick; claimed=[]
[2025-10-20T20:36:48.742824+00:00] tick; claimed=[]
[2025-10-20T20:37:08.743327+00:00] tick; claimed=[]
[2025-10-20T20:37:28.743903+00:00] tick; claimed=[]
[2025-10-20T20:37:48.744515+00:00] tick; claimed=[]
[2025-10-20T20:38:08.745152+00:00] tick; claimed=[]
[2025-10-20T20:38:28.745729+00:00] tick; claimed=[]
[2025-10-20T20:38:48.746350+00:00] tick; claimed=[]
[2025-10-20T20:39:08.746892+00:00] tick; claimed=[]
[2025-10-20T20:39:28.747292+00:00] tick; claimed=[]
[2025-10-20T20:39:48.747801+00:00] tick; claimed=[]
[2025-10-20T20:40:08.748442+00:00] tick; claimed=[]
[2025-10-20T20:40:28.748801+00:00] tick; claimed=[]
[2025-10-20T20:40:48.749324+00:00] tick; claimed=[]
[2025-10-20T20:41:08.749836+00:00] tick; claimed=[]
[2025-10-20T20:41:28.750449+00:00] tick; claimed=[]
[2025-10-20T20:41:48.751103+00:00] tick; claimed=[]
[2025-10-20T20:42:08.751700+00:00] tick; claimed=[]
[2025-10-20T20:42:28.752369+00:00] tick; claimed=[]
[2025-10-20T20:42:48.752895+00:00] tick; claimed=[]
[2025-10-20T20:43:08.753430+00:00] tick; claimed=[]
[2025-10-20T20:43:28.753930+00:00] tick; claimed=[]
[2025-10-20T20:43:48.754429+00:00] tick; claimed=[]
[2025-10-20T20:44:08.754883+00:00] tick; claimed=[]
[2025-10-20T20:44:28.755453+00:00] tick; claimed=[]
[2025-10-20T20:44:48.756032+00:00] tick; claimed=[]
[2025-10-20T20:45:08.756635+00:00] tick; claimed=[]
[2025-10-20T20:45:28.757275+00:00] tick; claimed=[]
[2025-10-20T20:45:48.757780+00:00] tick; claimed=[]
[2025-10-20T20:46:08.758278+00:00] tick; claimed=[]
[2025-10-20T20:46:28.758849+00:00] tick; claimed=[]
[2025-10-20T20:46:48.759476+00:00] tick; claimed=[]
[2025-10-20T20:47:08.760066+00:00] tick; claimed=[]
[2025-10-20T20:47:28.760655+00:00] tick; claimed=[]
[2025-10-20T20:47:48.761285+00:00] tick; claimed=[]
[2025-10-20T20:48:08.761893+00:00] tick; claimed=[]
[2025-10-20T20:48:28.762526+00:00] tick; claimed=[]
[2025-10-20T20:48:48.763131+00:00] tick; claimed=[]
[2025-10-20T20:49:08.763714+00:00] tick; claimed=[]
[2025-10-20T20:49:28.764353+00:00] tick; claimed=[]
[2025-10-20T20:49:48.764655+00:00] tick; claimed=[]
[2025-10-20T20:50:08.764998+00:00] tick; claimed=[]
[2025-10-20T20:50:28.765495+00:00] tick; claimed=[]
[2025-10-20T20:50:48.766123+00:00] tick; claimed=[]
[2025-10-20T20:51:08.766706+00:00] tick; claimed=[]
[2025-10-20T20:51:28.767309+00:00] tick; claimed=[]
[2025-10-20T20:51:48.767879+00:00] tick; claimed=[]
[2025-10-20T20:52:08.768471+00:00] tick; claimed=[]
[2025-10-20T20:52:28.768924+00:00] tick; claimed=[]
[2025-10-20T20:52:48.769417+00:00] tick; claimed=[]
[2025-10-20T20:53:08.769917+00:00] tick; claimed=[]
[2025-10-20T20:53:28.770465+00:00] tick; claimed=[]
[2025-10-20T20:53:48.771097+00:00] tick; claimed=[]
[2025-10-20T20:54:08.771608+00:00] tick; claimed=[]
[2025-10-20T20:54:28.772146+00:00] tick; claimed=[]
[2025-10-20T20:54:48.772464+00:00] tick; claimed=[]
[2025-10-20T20:55:08.772984+00:00] tick; claimed=[]
[2025-10-20T20:55:28.773344+00:00] tick; claimed=[]
[2025-10-20T20:55:48.773632+00:00] tick; claimed=[]
[2025-10-20T20:56:08.774142+00:00] tick; claimed=[]
[2025-10-20T20:56:28.774639+00:00] tick; claimed=[]
[2025-10-20T20:56:48.775266+00:00] tick; claimed=[]
[2025-10-20T20:57:08.775853+00:00] tick; claimed=[]
[2025-10-20T20:57:28.776156+00:00] tick; claimed=[]
[2025-10-20T20:57:48.776681+00:00] tick; claimed=[]
[2025-10-20T20:58:08.777346+00:00] tick; claimed=[]
[2025-10-20T20:58:28.777874+00:00] tick; claimed=[]
[2025-10-20T20:58:48.778452+00:00] tick; claimed=[]
[2025-10-20T20:59:08.779174+00:00] tick; claimed=[]
[2025-10-20T20:59:28.779537+00:00] tick; claimed=[]
[2025-10-20T20:59:48.780119+00:00] tick; claimed=[]
[2025-10-20T21:00:08.780720+00:00] tick; claimed=[]
[2025-10-20T21:00:28.781035+00:00] tick; claimed=[]
[2025-10-20T21:00:48.781558+00:00] tick; claimed=[]
[2025-10-20T21:01:08.782087+00:00] tick; claimed=[]
[2025-10-20T21:01:28.782607+00:00] tick; claimed=[]
[2025-10-20T21:01:48.783250+00:00] tick; claimed=[]
[2025-10-20T21:02:08.783805+00:00] tick; claimed=[]
[2025-10-20T21:02:28.784107+00:00] tick; claimed=[]
[2025-10-20T21:02:48.784393+00:00] tick; claimed=[]
[2025-10-20T21:03:08.784912+00:00] tick; claimed=[]
[2025-10-20T21:03:28.785426+00:00] tick; claimed=[]
[2025-10-20T21:03:48.785889+00:00] tick; claimed=[]
[2025-10-20T21:04:08.786467+00:00] tick; claimed=[]
[2025-10-20T21:04:28.786866+00:00] tick; claimed=[]
[2025-10-20T21:04:48.787424+00:00] tick; claimed=[]
[2025-10-20T21:05:08.787935+00:00] tick; claimed=[]
[2025-10-20T21:05:28.788498+00:00] tick; claimed=[]
[2025-10-20T21:05:48.788836+00:00] tick; claimed=[]
[2025-10-20T21:06:08.789364+00:00] tick; claimed=[]
[2025-10-20T21:06:28.789906+00:00] tick; claimed=[]
[2025-10-20T21:06:48.790415+00:00] tick; claimed=[]
[2025-10-20T21:07:08.790951+00:00] tick; claimed=[]
[2025-10-20T21:07:28.791507+00:00] tick; claimed=[]
[2025-10-20T21:07:48.792096+00:00] tick; claimed=[]
[2025-10-20T21:08:08.792452+00:00] tick; claimed=[]
[2025-10-20T21:08:28.792911+00:00] tick; claimed=[]
[2025-10-20T21:08:48.793553+00:00] tick; claimed=[]
[2025-10-20T21:09:08.794207+00:00] tick; claimed=[]
[2025-10-20T21:09:28.794758+00:00] tick; claimed=[]
[2025-10-20T21:09:48.795343+00:00] tick; claimed=[]
[2025-10-20T21:10:08.795854+00:00] tick; claimed=[]
[2025-10-20T21:10:28.796383+00:00] tick; claimed=[]
[2025-10-20T21:10:48.796742+00:00] tick; claimed=[]
[2025-10-20T21:11:08.797314+00:00] tick; claimed=[]
[2025-10-20T21:11:28.797868+00:00] tick; claimed=[]
[2025-10-20T21:11:48.798215+00:00] tick; claimed=[]
[2025-10-20T21:12:08.798742+00:00] tick; claimed=[]
[2025-10-20T21:12:28.799129+00:00] tick; claimed=[]
[2025-10-20T21:12:48.799691+00:00] tick; claimed=[]
[2025-10-20T21:13:08.800271+00:00] tick; claimed=[]
[2025-10-20T21:13:28.800869+00:00] tick; claimed=[]
[2025-10-20T21:13:48.801454+00:00] tick; claimed=[]
[2025-10-20T21:14:08.801919+00:00] tick; claimed=[]
[2025-10-20T21:14:28.802479+00:00] tick; claimed=[]
[2025-10-20T21:14:48.803150+00:00] tick; claimed=[]
[2025-10-20T21:15:08.803499+00:00] tick; claimed=[]
[2025-10-20T21:15:28.803924+00:00] tick; claimed=[]
[2025-10-20T21:15:48.804540+00:00] tick; claimed=[]
[2025-10-20T21:16:08.805157+00:00] tick; claimed=[]
[2025-10-20T21:16:28.805801+00:00] tick; claimed=[]
[2025-10-20T21:16:48.806435+00:00] tick; claimed=[]
[2025-10-20T21:17:08.806890+00:00] tick; claimed=[]
[2025-10-20T21:17:28.807439+00:00] tick; claimed=[]
[2025-10-20T21:17:48.808088+00:00] tick; claimed=[]
[2025-10-20T21:18:08.808689+00:00] tick; claimed=[]
[2025-10-20T21:18:28.809105+00:00] tick; claimed=[]
[2025-10-20T21:18:48.809659+00:00] tick; claimed=[]
[2025-10-20T21:19:08.810289+00:00] tick; claimed=[]
[2025-10-20T21:19:28.810880+00:00] tick; claimed=[]
[2025-10-20T21:19:48.811364+00:00] tick; claimed=[]
[2025-10-20T21:20:08.811920+00:00] tick; claimed=[]
[2025-10-20T21:20:28.812472+00:00] tick; claimed=[]
[2025-10-20T21:20:48.812958+00:00] tick; claimed=[]
[2025-10-20T21:21:08.813482+00:00] tick; claimed=[]
[2025-10-20T21:21:28.814037+00:00] tick; claimed=[]
[2025-10-20T21:21:48.814516+00:00] tick; claimed=[]
[2025-10-20T21:22:08.815192+00:00] tick; claimed=[]
[2025-10-20T21:22:28.815634+00:00] tick; claimed=[]
[2025-10-20T21:22:48.816186+00:00] tick; claimed=[]
[2025-10-20T21:23:08.816666+00:00] tick; claimed=[]
[2025-10-20T21:23:28.817197+00:00] tick; claimed=[]
[2025-10-20T21:23:48.817713+00:00] tick; claimed=[]
[2025-10-20T21:24:08.818239+00:00] tick; claimed=[]
[2025-10-20T21:24:28.818682+00:00] tick; claimed=[]
[2025-10-20T21:24:48.819201+00:00] tick; claimed=[]
[2025-10-20T21:25:08.819573+00:00] tick; claimed=[]
[2025-10-20T21:25:28.819910+00:00] tick; claimed=[]
[2025-10-20T21:25:48.820353+00:00] tick; claimed=[]
[2025-10-20T21:26:08.820836+00:00] tick; claimed=[]
[2025-10-20T21:26:28.821113+00:00] tick; claimed=[]
[2025-10-20T21:26:48.821551+00:00] tick; claimed=[]
[2025-10-20T21:27:08.821949+00:00] tick; claimed=[]
[2025-10-20T21:27:28.822252+00:00] tick; claimed=[]
[2025-10-20T21:27:48.822744+00:00] tick; claimed=[]
[2025-10-20T21:28:08.823305+00:00] tick; claimed=[]
[2025-10-20T21:28:28.823866+00:00] tick; claimed=[]
[2025-10-20T21:28:48.824344+00:00] tick; claimed=[]
[2025-10-20T21:29:08.824763+00:00] tick; claimed=[]
[2025-10-20T21:29:28.825339+00:00] tick; claimed=[]
[2025-10-20T21:29:48.825677+00:00] tick; claimed=[]
[2025-10-20T21:30:08.825967+00:00] tick; claimed=[]
[2025-10-20T21:30:28.826449+00:00] tick; claimed=[]
[2025-10-20T21:30:48.827055+00:00] tick; claimed=[]
[2025-10-20T21:31:08.827612+00:00] tick; claimed=[]
[2025-10-20T21:31:28.828224+00:00] tick; claimed=[]
[2025-10-20T21:31:48.828818+00:00] tick; claimed=[]
[2025-10-20T21:32:08.829345+00:00] tick; claimed=[]
[2025-10-20T21:32:28.829869+00:00] tick; claimed=[]
[2025-10-20T21:32:48.830197+00:00] tick; claimed=[]
[2025-10-20T21:33:08.830507+00:00] tick; claimed=[]
[2025-10-20T21:33:28.831043+00:00] tick; claimed=[]
[2025-10-20T21:33:48.831584+00:00] tick; claimed=[]
[2025-10-20T21:34:08.832145+00:00] tick; claimed=[]
[2025-10-20T21:34:28.832636+00:00] tick; claimed=[]
[2025-10-20T21:34:48.833200+00:00] tick; claimed=[]
[2025-10-20T21:35:08.833713+00:00] tick; claimed=[]
[2025-10-20T21:35:28.834264+00:00] tick; claimed=[]
[2025-10-20T21:35:48.834787+00:00] tick; claimed=[]
[2025-10-20T21:36:08.835329+00:00] tick; claimed=[]
[2025-10-20T21:36:28.835835+00:00] tick; claimed=[]
[2025-10-20T21:36:48.836352+00:00] tick; claimed=[]
[2025-10-20T21:37:08.836880+00:00] tick; claimed=[]
[2025-10-20T21:37:28.837263+00:00] tick; claimed=[]
[2025-10-20T21:37:48.837720+00:00] tick; claimed=[]
[2025-10-20T21:38:08.838148+00:00] tick; claimed=[]
[2025-10-20T21:38:28.838635+00:00] tick; claimed=[]
[2025-10-20T21:38:48.839236+00:00] tick; claimed=[]
[2025-10-20T21:39:08.839786+00:00] tick; claimed=[]
[2025-10-20T21:39:28.840393+00:00] tick; claimed=[]
[2025-10-20T21:39:48.840917+00:00] tick; claimed=[]
[2025-10-20T21:40:08.841386+00:00] tick; claimed=[]
[2025-10-20T21:40:28.841838+00:00] tick; claimed=[]
[2025-10-20T21:40:48.842323+00:00] tick; claimed=[]
[2025-10-20T21:41:08.842730+00:00] tick; claimed=[]
[2025-10-20T21:41:28.843315+00:00] tick; claimed=[]
[2025-10-20T21:41:48.843843+00:00] tick; claimed=[]
[2025-10-20T21:42:08.844311+00:00] tick; claimed=[]
[2025-10-20T21:42:28.844824+00:00] tick; claimed=[]
[2025-10-20T21:42:48.845299+00:00] tick; claimed=[]
[2025-10-20T21:43:08.845767+00:00] tick; claimed=[]
[2025-10-20T21:43:28.846256+00:00] tick; claimed=[]
[2025-10-20T21:43:48.846724+00:00] tick; claimed=[]
[2025-10-20T21:44:08.847139+00:00] tick; claimed=[]
[2025-10-20T21:44:28.847585+00:00] tick; claimed=[]
[2025-10-20T21:44:48.848089+00:00] tick; claimed=[]
[2025-10-20T21:45:08.848560+00:00] tick; claimed=[]
[2025-10-20T21:45:28.849068+00:00] tick; claimed=[]
[2025-10-20T21:45:48.849631+00:00] tick; claimed=[]
[2025-10-20T21:46:08.850273+00:00] tick; claimed=[]
[2025-10-20T21:46:28.850759+00:00] tick; claimed=[]
[2025-10-20T21:46:48.851335+00:00] tick; claimed=[]
[2025-10-20T21:47:08.851745+00:00] tick; claimed=[]
[2025-10-20T21:47:28.852341+00:00] tick; claimed=[]
[2025-10-20T21:47:48.852926+00:00] tick; claimed=[]
[2025-10-20T21:48:08.853488+00:00] tick; claimed=[]
[2025-10-20T21:48:28.853947+00:00] tick; claimed=[]
[2025-10-20T21:48:48.854442+00:00] tick; claimed=[]
[2025-10-20T21:49:08.854975+00:00] tick; claimed=[]
[2025-10-20T21:49:28.855634+00:00] tick; claimed=[]
[2025-10-20T21:49:48.855971+00:00] tick; claimed=[]
[2025-10-20T21:50:08.856417+00:00] tick; claimed=[]
[2025-10-20T21:50:28.856936+00:00] tick; claimed=[]
[2025-10-20T21:50:48.857635+00:00] tick; claimed=[]
[2025-10-20T21:51:08.858058+00:00] tick; claimed=[]
[2025-10-20T21:51:28.858421+00:00] tick; claimed=[]
[2025-10-20T21:51:48.858940+00:00] tick; claimed=[]
[2025-10-20T21:52:08.859589+00:00] tick; claimed=[]
[2025-10-20T21:52:28.860233+00:00] tick; claimed=[]
[2025-10-20T21:52:48.860824+00:00] tick; claimed=[]
[2025-10-20T21:53:08.861419+00:00] tick; claimed=[]
[2025-10-20T21:53:28.861787+00:00] tick; claimed=[]
[2025-10-20T21:53:48.862337+00:00] tick; claimed=[]
[2025-10-20T21:54:08.862937+00:00] tick; claimed=[]
[2025-10-20T21:54:28.863579+00:00] tick; claimed=[]
[2025-10-20T21:54:48.863956+00:00] tick; claimed=[]
[2025-10-20T21:55:08.864503+00:00] tick; claimed=[]
[2025-10-20T21:55:28.865151+00:00] tick; claimed=[]
[2025-10-20T21:55:48.865738+00:00] tick; claimed=[]
[2025-10-20T21:56:08.866090+00:00] tick; claimed=[]
[2025-10-20T21:56:28.866516+00:00] tick; claimed=[]
[2025-10-20T21:56:48.867115+00:00] tick; claimed=[]
[2025-10-20T21:57:08.867578+00:00] tick; claimed=[]
[2025-10-20T21:57:28.868106+00:00] tick; claimed=[]
[2025-10-20T21:57:48.868689+00:00] tick; claimed=[]
[2025-10-20T21:58:08.869076+00:00] tick; claimed=[]
[2025-10-20T21:58:28.869569+00:00] tick; claimed=[]
[2025-10-20T21:58:48.870215+00:00] tick; claimed=[]
[2025-10-20T21:59:08.870705+00:00] tick; claimed=[]
[2025-10-20T21:59:28.871257+00:00] tick; claimed=[]
[2025-10-20T21:59:48.871841+00:00] tick; claimed=[]
[2025-10-20T22:00:08.872436+00:00] tick; claimed=[]
[2025-10-20T22:00:28.872947+00:00] tick; claimed=[]
[2025-10-20T22:00:48.873535+00:00] tick; claimed=[]
[2025-10-20T22:01:08.874325+00:00] tick; claimed=[]
[2025-10-20T22:01:28.874925+00:00] tick; claimed=[]
[2025-10-20T22:01:48.875484+00:00] tick; claimed=[]
[2025-10-20T22:02:08.876162+00:00] tick; claimed=[]
[2025-10-20T22:02:28.876760+00:00] tick; claimed=[]
[2025-10-20T22:02:48.877409+00:00] tick; claimed=[]
[2025-10-20T22:03:08.877880+00:00] tick; claimed=[]
[2025-10-20T22:03:28.878129+00:00] tick; claimed=[]
[2025-10-20T22:03:48.878340+00:00] tick; claimed=[]
[2025-10-20T22:04:08.878854+00:00] tick; claimed=[]
[2025-10-20T22:04:28.879418+00:00] tick; claimed=[]
[2025-10-20T22:04:48.879836+00:00] tick; claimed=[]
[2025-10-20T22:05:08.880399+00:00] tick; claimed=[]
[2025-10-20T22:05:28.880962+00:00] tick; claimed=[]
[2025-10-20T22:05:48.881476+00:00] tick; claimed=[]
[2025-10-20T22:06:08.881965+00:00] tick; claimed=[]
[2025-10-20T22:06:28.882565+00:00] tick; claimed=[]
[2025-10-20T22:06:48.882959+00:00] tick; claimed=[]
[2025-10-20T22:07:08.883534+00:00] tick; claimed=[]
[2025-10-20T22:07:28.884224+00:00] tick; claimed=[]
[2025-10-20T22:07:48.884596+00:00] tick; claimed=[]
[2025-10-20T22:08:08.885109+00:00] tick; claimed=[]
[2025-10-20T22:08:28.885391+00:00] tick; claimed=[]
[2025-10-20T22:08:48.885807+00:00] tick; claimed=[]
[2025-10-20T22:09:08.886387+00:00] tick; claimed=[]
[2025-10-20T22:09:28.887053+00:00] tick; claimed=[]
[2025-10-20T22:09:48.887372+00:00] tick; claimed=[]
[2025-10-20T22:10:08.887892+00:00] tick; claimed=[]
[2025-10-20T22:10:28.888510+00:00] tick; claimed=[]
[2025-10-20T22:10:48.889131+00:00] tick; claimed=[]
[2025-10-20T22:11:08.889631+00:00] tick; claimed=[]
[2025-10-20T22:11:28.890149+00:00] tick; claimed=[]
[2025-10-20T22:11:48.890715+00:00] tick; claimed=[]
[2025-10-20T22:12:08.891349+00:00] tick; claimed=[]
[2025-10-20T22:12:28.891934+00:00] tick; claimed=[]
[2025-10-20T22:12:48.892601+00:00] tick; claimed=[]
[2025-10-20T22:13:08.893039+00:00] tick; claimed=[]
[2025-10-20T22:13:28.893459+00:00] tick; claimed=[]
[2025-10-20T22:13:48.893976+00:00] tick; claimed=[]
[2025-10-20T22:14:08.894514+00:00] tick; claimed=[]
[2025-10-20T22:14:28.895122+00:00] tick; claimed=[]
[2025-10-20T22:14:48.895428+00:00] tick; claimed=[]
[2025-10-20T22:15:08.895869+00:00] tick; claimed=[]
[2025-10-20T22:15:28.896260+00:00] tick; claimed=[]
[2025-10-20T22:15:48.896685+00:00] tick; claimed=[]
[2025-10-20T22:16:08.897301+00:00] tick; claimed=[]
[2025-10-20T22:16:28.897889+00:00] tick; claimed=[]
[2025-10-20T22:16:48.898283+00:00] tick; claimed=[]
[2025-10-20T22:17:08.898796+00:00] tick; claimed=[]
[2025-10-20T22:17:28.899361+00:00] tick; claimed=[]
[2025-10-20T22:17:48.899895+00:00] tick; claimed=[]
[2025-10-20T22:18:08.900415+00:00] tick; claimed=[]
[2025-10-20T22:18:28.900956+00:00] tick; claimed=[]
[2025-10-20T22:18:48.901485+00:00] tick; claimed=[]
[2025-10-20T22:19:08.902092+00:00] tick; claimed=[]
[2025-10-20T22:19:28.902682+00:00] tick; claimed=[]
[2025-10-20T22:19:48.903220+00:00] tick; claimed=[]
[2025-10-20T22:20:08.903563+00:00] tick; claimed=[]
[2025-10-20T22:20:28.904141+00:00] tick; claimed=[]
[2025-10-20T22:20:48.904657+00:00] tick; claimed=[]
[2025-10-20T22:21:08.905284+00:00] tick; claimed=[]
[2025-10-20T22:21:28.905877+00:00] tick; claimed=[]
[2025-10-20T22:21:48.906380+00:00] tick; claimed=[]
[2025-10-20T22:22:08.906958+00:00] tick; claimed=[]
[2025-10-20T22:22:28.907597+00:00] tick; claimed=[]
[2025-10-20T22:22:48.908146+00:00] tick; claimed=[]
[2025-10-20T22:23:08.908754+00:00] tick; claimed=[]
[2025-10-20T22:23:28.909353+00:00] tick; claimed=[]
[2025-10-20T22:23:48.909854+00:00] tick; claimed=[]
[2025-10-20T22:24:08.910427+00:00] tick; claimed=[]
[2025-10-20T22:24:28.910961+00:00] tick; claimed=[]
[2025-10-20T22:24:48.911597+00:00] tick; claimed=[]
[2025-10-20T22:25:08.912168+00:00] tick; claimed=[]
[2025-10-20T22:25:28.912759+00:00] tick; claimed=[]
[2025-10-20T22:25:48.913350+00:00] tick; claimed=[]
